name,tags,time,PM_10,PM_2_5
feinstaub,,1599098400,8.282857142857143,1.6592857142857143
feinstaub,,1599102000,10.565416666666664,1.8183333333333334
feinstaub,,1599105600,10.621739130434781,1.8652173913043477
feinstaub,,1599109200,11.847272727272726,2.6
feinstaub,,1599112800,17.007599999999996,3.4023999999999996
feinstaub,,1599116400,16.30625,3.927916666666668
feinstaub,,1599120000,16.7172,4.381199999999999
feinstaub,,1599123600,14.591600000000001,4.385200000000001
feinstaub,,1599127200,14.093181818181817,4.73409090909091
feinstaub,,1599130800,17.2664,5.0687999999999995
feinstaub,,1599134400,14.948333333333332,4.455
feinstaub,,1599138000,15.191199999999998,4.144
feinstaub,,1599141600,12.939583333333331,4.1345833333333335
feinstaub,,1599145200,15.224799999999998,4.426800000000001
feinstaub,,1599148800,14.229999999999997,4.0048
feinstaub,,1599152400,15.992500000000001,4.2425
feinstaub,,1599156000,12.197599999999998,3.811200000000001
feinstaub,,1599159600,6.714166666666667,2.683333333333333
feinstaub,,1599163200,4.897200000000001,2.7312
feinstaub,,1599166800,4.771666666666668,2.6016666666666666
feinstaub,,1599170400,6.830000000000002,1.3991999999999998
feinstaub,,1599174000,8.9625,1.5683333333333327
feinstaub,,1599177600,9.1436,1.6244000000000003
feinstaub,,1599181200,10.842083333333333,1.7970833333333331
feinstaub,,1599184800,11.738000000000001,1.9783999999999997
feinstaub,,1599188400,11.232083333333334,1.8899999999999997
feinstaub,,1599192000,11.634090909090908,1.965454545454545
feinstaub,,1599195600,12.638095238095238,2.3214285714285716
feinstaub,,1599199200,15.513333333333335,2.7812499999999996
feinstaub,,1599202800,16.9948,2.9559999999999995
feinstaub,,1599206400,15.995217391304347,2.6478260869565218
feinstaub,,1599210000,13.172,2.2904
feinstaub,,1599213600,10.723333333333334,1.9820833333333336
feinstaub,,1599217200,8.7796,1.6572
feinstaub,,1599220800,7.790833333333334,1.4000000000000001
feinstaub,,1599224400,4.740399999999999,1.1772
feinstaub,,1599228000,6.282800000000001,1.3692000000000002
feinstaub,,1599231600,6.139166666666667,1.3949999999999998
feinstaub,,1599235200,6.4403999999999995,1.5475999999999996
feinstaub,,1599238800,6.771666666666666,1.5958333333333332
feinstaub,,1599242400,6.846,1.6111999999999995
feinstaub,,1599246000,6.75,1.6250000000000007
feinstaub,,1599249600,7.795999999999998,1.9032
feinstaub,,1599253200,8.4908,2.0395999999999996
feinstaub,,1599256800,13.500416666666665,2.8987499999999997
feinstaub,,1599260400,20.207083333333333,3.691666666666667
feinstaub,,1599264000,18.587826086956518,3.4960869565217383
feinstaub,,1599267600,20.89217391304348,3.662173913043479
feinstaub,,1599271200,21.052000000000003,3.7659999999999996
feinstaub,,1599274800,21.817083333333333,3.7591666666666668
feinstaub,,1599278400,22.4208,3.8495999999999997
feinstaub,,1599282000,22.606363636363636,3.6627272727272735
feinstaub,,1599285600,23.097083333333334,4.1970833333333335
feinstaub,,1599289200,17.525199999999998,3.2195999999999994
feinstaub,,1599292800,12.25333333333333,2.2850000000000006
feinstaub,,1599296400,8.733600000000001,1.34
feinstaub,,1599300000,7.1251999999999995,1.446
feinstaub,,1599303600,5.80304347826087,1.1243478260869566
feinstaub,,1599307200,3.9375000000000004,0.8937500000000003
feinstaub,,1599310800,4.052083333333333,0.8991666666666668
feinstaub,,1599314400,3.9896000000000003,0.8436000000000001
feinstaub,,1599318000,3.644000000000001,0.9667999999999998
feinstaub,,1599321600,4.284583333333333,1.0041666666666667
feinstaub,,1599325200,5.089600000000001,1.2340000000000002
feinstaub,,1599328800,5.725416666666665,1.385416666666667
feinstaub,,1599332400,6.937199999999999,1.5736
feinstaub,,1599336000,7.1291666666666655,1.6462500000000002
feinstaub,,1599339600,7.437199999999999,2.0647999999999995
feinstaub,,1599343200,8.78,2.8108333333333335
feinstaub,,1599346800,9.1052,2.9612
feinstaub,,1599350400,8.605000000000002,2.6179166666666664
feinstaub,,1599354000,8.4356,2.5808
feinstaub,,1599357600,7.705416666666667,2.5875
feinstaub,,1599361200,8.11875,2.784583333333334
feinstaub,,1599364800,9.492631578947371,2.8089473684210526
feinstaub,,1599368400,8.199473684210526,2.83157894736842
feinstaub,,1599372000,9.9536,3.2811999999999997
feinstaub,,1599375600,9.186666666666666,2.601666666666667
feinstaub,,1599379200,8.216800000000001,2.096
feinstaub,,1599382800,9.276666666666669,2.0125
feinstaub,,1599386400,5.589600000000002,1.1503999999999999
feinstaub,,1599390000,4.134583333333334,1.035
feinstaub,,1599393600,4.289200000000001,1.1276000000000002
feinstaub,,1599397200,5.466,1.3132
feinstaub,,1599400800,4.807083333333334,1.18
feinstaub,,1599404400,5.313600000000001,1.3544
feinstaub,,1599408000,6.177916666666667,1.4558333333333333
feinstaub,,1599411600,6.8344000000000005,1.7528000000000004
feinstaub,,1599415200,6.892083333333335,1.6254166666666665
feinstaub,,1599418800,7.803600000000002,1.9720000000000004
feinstaub,,1599422400,8.919583333333334,2.5016666666666665
feinstaub,,1599426000,9.15,2.7711999999999994
feinstaub,,1599429600,10.217083333333333,3.442083333333334
feinstaub,,1599433200,10.2124,3.5256
feinstaub,,1599436800,10.197391304347827,3.7347826086956517
feinstaub,,1599440400,8.452000000000004,3.3280000000000003
feinstaub,,1599444000,8.175833333333333,3.5429166666666667
feinstaub,,1599447600,9.694,3.6472
feinstaub,,1599451200,8.693478260869565,3.269130434782609
feinstaub,,1599454800,9.204117647058823,3.7917647058823527
feinstaub,,1599458400,12.474545454545455,5.653636363636363
feinstaub,,1599462000,7.540799999999999,4.0396
feinstaub,,1599465600,7.899166666666669,3.678333333333333
feinstaub,,1599469200,8.6028,3.6723999999999988
feinstaub,,1599472800,6.1937500000000005,2.379166666666667
feinstaub,,1599476400,2.884,1.0215999999999998
feinstaub,,1599480000,2.9175,1.1141666666666665
feinstaub,,1599483600,2.6023999999999994,1.0824
feinstaub,,1599487200,3.2459090909090906,1.229090909090909
feinstaub,,1599490800,4.372000000000001,1.2264000000000002
feinstaub,,1599494400,3.64,1.1695652173913047
feinstaub,,1599498000,5.641739130434781,1.5417391304347823
feinstaub,,1599501600,5.387916666666666,1.1275000000000002
feinstaub,,1599505200,5.091600000000001,1.1224
feinstaub,,1599508800,4.860833333333334,1.32
feinstaub,,1599512400,5.717600000000001,1.5196
feinstaub,,1599516000,6.282916666666666,2.0354166666666664
feinstaub,,1599519600,6.8344000000000005,2.3224
feinstaub,,1599523200,7.783333333333332,2.3741666666666665
feinstaub,,1599526800,7.720434782608695,2.2939130434782613
feinstaub,,1599530400,8.2736,2.4739999999999993
feinstaub,,1599534000,8.263913043478261,2.258260869565217
feinstaub,,1599537600,7.547083333333333,1.9470833333333335
