,,"Tunbridge Wells A26 Roadside",
Date,Time,"PM10 particulate matter (Grav Equiv)",Status
22/03/2021,06:00,21.000,"V µg/m³ (VCM)"
22/03/2021,07:00,25.000,"V µg/m³ (VCM)"
22/03/2021,08:00,23.000,"V µg/m³ (VCM)"
22/03/2021,09:00,34.000,"V µg/m³ (VCM)"
22/03/2021,10:00,20.000,"V µg/m³ (VCM)"
22/03/2021,11:00,24.000,"V µg/m³ (VCM)"
22/03/2021,12:00,31.000,"V µg/m³ (VCM)"
22/03/2021,13:00,27.000,"V µg/m³ (VCM)"
22/03/2021,14:00,27.000,"V µg/m³ (VCM)"
22/03/2021,15:00,35.000,"V µg/m³ (VCM)"
22/03/2021,16:00,30.000,"V µg/m³ (VCM)"
22/03/2021,17:00,36.000,"V µg/m³ (VCM)"
22/03/2021,18:00,29.000,"V µg/m³ (VCM)"
22/03/2021,19:00,17.000,"V µg/m³ (VCM)"
22/03/2021,20:00,24.000,"V µg/m³ (VCM)"
22/03/2021,21:00,19.000,"V µg/m³ (VCM)"
22/03/2021,22:00,16.000,"V µg/m³ (VCM)"
22/03/2021,23:00,19.000,"V µg/m³ (VCM)"
22/03/2021,24:00,23.000,"V µg/m³ (VCM)"
23/03/2021,01:00,15.000,"V µg/m³ (VCM)"
23/03/2021,02:00,16.000,"V µg/m³ (VCM)"
23/03/2021,03:00,14.000,"V µg/m³ (VCM)"
23/03/2021,04:00,10.000,"V µg/m³ (VCM)"
23/03/2021,05:00,5.000,"V µg/m³ (VCM)"
23/03/2021,06:00,35.000,"V µg/m³ (VCM)"
23/03/2021,07:00,27.000,"V µg/m³ (VCM)"
23/03/2021,08:00,26.000,"V µg/m³ (VCM)"
23/03/2021,09:00,47.000,"V µg/m³ (VCM)"
23/03/2021,10:00,29.000,"V µg/m³ (VCM)"
23/03/2021,11:00,41.000,"V µg/m³ (VCM)"
23/03/2021,12:00,32.000,"V µg/m³ (VCM)"
23/03/2021,13:00,37.000,"V µg/m³ (VCM)"
23/03/2021,14:00,29.000,"V µg/m³ (VCM)"
23/03/2021,15:00,33.000,"V µg/m³ (VCM)"
23/03/2021,16:00,35.000,"V µg/m³ (VCM)"
23/03/2021,17:00,35.000,"V µg/m³ (VCM)"
23/03/2021,18:00,21.000,"V µg/m³ (VCM)"
23/03/2021,19:00,23.000,"V µg/m³ (VCM)"
23/03/2021,20:00,29.000,"V µg/m³ (VCM)"
23/03/2021,21:00,32.000,"V µg/m³ (VCM)"
23/03/2021,22:00,32.000,"V µg/m³ (VCM)"
23/03/2021,23:00,32.000,"V µg/m³ (VCM)"
23/03/2021,24:00,18.000,"V µg/m³ (VCM)"
24/03/2021,01:00,27.000,"V µg/m³ (VCM)"
24/03/2021,02:00,28.000,"V µg/m³ (VCM)"
24/03/2021,03:00,27.000,"V µg/m³ (VCM)"
24/03/2021,04:00,33.000,"V µg/m³ (VCM)"
24/03/2021,05:00,38.000,"V µg/m³ (VCM)"
24/03/2021,06:00,33.000,"V µg/m³ (VCM)"
24/03/2021,07:00,27.000,"V µg/m³ (VCM)"
24/03/2021,08:00,38.000,"V µg/m³ (VCM)"
24/03/2021,09:00,nodata,"V µg/m³ (VCM)"
24/03/2021,10:00,nodata,"V µg/m³ (VCM)"
24/03/2021,11:00,43.000,"V µg/m³ (VCM)"
24/03/2021,12:00,39.000,"V µg/m³ (VCM)"
24/03/2021,13:00,42.000,"V µg/m³ (VCM)"
24/03/2021,14:00,35.000,"V µg/m³ (VCM)"
24/03/2021,15:00,33.000,"V µg/m³ (VCM)"
24/03/2021,16:00,48.000,"V µg/m³ (VCM)"
24/03/2021,17:00,52.000,"V µg/m³ (VCM)"
24/03/2021,18:00,38.000,"V µg/m³ (VCM)"
24/03/2021,19:00,28.000,"V µg/m³ (VCM)"
24/03/2021,20:00,nodata,"V µg/m³ (VCM)"
24/03/2021,21:00,nodata,"V µg/m³ (VCM)"
24/03/2021,22:00,nodata,"V µg/m³ (VCM)"
24/03/2021,23:00,nodata,"V µg/m³ (VCM)"
24/03/2021,24:00,17.000,"V µg/m³ (VCM)"
25/03/2021,01:00,10.000,"V µg/m³ (VCM)"
25/03/2021,02:00,7.000,"V µg/m³ (VCM)"
25/03/2021,03:00,17.000,"V µg/m³ (VCM)"
25/03/2021,04:00,26.000,"V µg/m³ (VCM)"
25/03/2021,05:00,24.000,"V µg/m³ (VCM)"
25/03/2021,06:00,21.000,"V µg/m³ (VCM)"
25/03/2021,07:00,11.000,"V µg/m³ (VCM)"
25/03/2021,08:00,7.000,"V µg/m³ (VCM)"
25/03/2021,09:00,26.000,"V µg/m³ (VCM)"
25/03/2021,10:00,nodata,"V µg/m³ (VCM)"
25/03/2021,11:00,30.000,"V µg/m³ (VCM)"
25/03/2021,12:00,25.000,"V µg/m³ (VCM)"
25/03/2021,13:00,30.000,"V µg/m³ (VCM)"
25/03/2021,14:00,30.000,"V µg/m³ (VCM)"
25/03/2021,15:00,32.000,"V µg/m³ (VCM)"
25/03/2021,16:00,31.000,"V µg/m³ (VCM)"
25/03/2021,17:00,17.000,"V µg/m³ (VCM)"
25/03/2021,18:00,13.000,"V µg/m³ (VCM)"
25/03/2021,19:00,23.000,"V µg/m³ (VCM)"
25/03/2021,20:00,20.000,"V µg/m³ (VCM)"
25/03/2021,21:00,14.000,"V µg/m³ (VCM)"
25/03/2021,22:00,11.000,"V µg/m³ (VCM)"
25/03/2021,23:00,9.000,"V µg/m³ (VCM)"
25/03/2021,24:00,18.000,"V µg/m³ (VCM)"
26/03/2021,01:00,21.000,"V µg/m³ (VCM)"
26/03/2021,02:00,20.000,"V µg/m³ (VCM)"
26/03/2021,03:00,24.000,"V µg/m³ (VCM)"
26/03/2021,04:00,22.000,"V µg/m³ (VCM)"
26/03/2021,05:00,13.000,"V µg/m³ (VCM)"
26/03/2021,06:00,6.000,"V µg/m³ (VCM)"
26/03/2021,07:00,17.000,"V µg/m³ (VCM)"
26/03/2021,08:00,21.000,"V µg/m³ (VCM)"
26/03/2021,09:00,26.000,"V µg/m³ (VCM)"
26/03/2021,10:00,26.000,"V µg/m³ (VCM)"
26/03/2021,11:00,30.000,"V µg/m³ (VCM)"
26/03/2021,12:00,30.000,"V µg/m³ (VCM)"
26/03/2021,13:00,39.000,"V µg/m³ (VCM)"
26/03/2021,14:00,27.000,"V µg/m³ (VCM)"
26/03/2021,15:00,15.000,"V µg/m³ (VCM)"
26/03/2021,16:00,19.000,"V µg/m³ (VCM)"
26/03/2021,17:00,14.000,"V µg/m³ (VCM)"
26/03/2021,18:00,17.000,"V µg/m³ (VCM)"
26/03/2021,19:00,5.000,"V µg/m³ (VCM)"
26/03/2021,20:00,15.000,"V µg/m³ (VCM)"
26/03/2021,21:00,14.000,"V µg/m³ (VCM)"
26/03/2021,22:00,7.000,"V µg/m³ (VCM)"
26/03/2021,23:00,16.000,"V µg/m³ (VCM)"
26/03/2021,24:00,14.000,"V µg/m³ (VCM)"
27/03/2021,01:00,10.000,"V µg/m³ (VCM)"
27/03/2021,02:00,11.000,"V µg/m³ (VCM)"
27/03/2021,03:00,11.000,"V µg/m³ (VCM)"
27/03/2021,04:00,11.000,"V µg/m³ (VCM)"
27/03/2021,05:00,17.000,"V µg/m³ (VCM)"
27/03/2021,06:00,13.000,"V µg/m³ (VCM)"
27/03/2021,07:00,13.000,"V µg/m³ (VCM)"
27/03/2021,08:00,16.000,"V µg/m³ (VCM)"
27/03/2021,09:00,19.000,"V µg/m³ (VCM)"
27/03/2021,10:00,21.000,"V µg/m³ (VCM)"
27/03/2021,11:00,49.000,"V µg/m³ (VCM)"
27/03/2021,12:00,19.000,"V µg/m³ (VCM)"
27/03/2021,13:00,27.000,"V µg/m³ (VCM)"
27/03/2021,14:00,17.000,"V µg/m³ (VCM)"
27/03/2021,15:00,22.000,"V µg/m³ (VCM)"
27/03/2021,16:00,20.000,"V µg/m³ (VCM)"
27/03/2021,17:00,9.000,"V µg/m³ (VCM)"
27/03/2021,18:00,28.000,"V µg/m³ (VCM)"
27/03/2021,19:00,18.000,"V µg/m³ (VCM)"
27/03/2021,20:00,16.000,"V µg/m³ (VCM)"
27/03/2021,21:00,16.000,"V µg/m³ (VCM)"
27/03/2021,22:00,10.000,"V µg/m³ (VCM)"
27/03/2021,23:00,13.000,"V µg/m³ (VCM)"
27/03/2021,24:00,17.000,"V µg/m³ (VCM)"
28/03/2021,01:00,19.000,"V µg/m³ (VCM)"
28/03/2021,02:00,18.000,"V µg/m³ (VCM)"
28/03/2021,03:00,23.000,"V µg/m³ (VCM)"
28/03/2021,04:00,20.000,"V µg/m³ (VCM)"
28/03/2021,05:00,26.000,"V µg/m³ (VCM)"
28/03/2021,06:00,16.000,"V µg/m³ (VCM)"
28/03/2021,07:00,14.000,"V µg/m³ (VCM)"
28/03/2021,08:00,18.000,"V µg/m³ (VCM)"
28/03/2021,09:00,24.000,"V µg/m³ (VCM)"
28/03/2021,10:00,28.000,"V µg/m³ (VCM)"
28/03/2021,11:00,21.000,"V µg/m³ (VCM)"
28/03/2021,12:00,26.000,"V µg/m³ (VCM)"
28/03/2021,13:00,18.000,"V µg/m³ (VCM)"
28/03/2021,14:00,22.000,"V µg/m³ (VCM)"
28/03/2021,15:00,34.000,"V µg/m³ (VCM)"
28/03/2021,16:00,26.000,"V µg/m³ (VCM)"
28/03/2021,17:00,16.000,"V µg/m³ (VCM)"
28/03/2021,18:00,25.000,"V µg/m³ (VCM)"
28/03/2021,19:00,26.000,"V µg/m³ (VCM)"
28/03/2021,20:00,18.000,"V µg/m³ (VCM)"
28/03/2021,21:00,15.000,"V µg/m³ (VCM)"
28/03/2021,22:00,15.000,"V µg/m³ (VCM)"
28/03/2021,23:00,20.000,"V µg/m³ (VCM)"
28/03/2021,24:00,19.000,"V µg/m³ (VCM)"
29/03/2021,01:00,22.000,"V µg/m³ (VCM)"
29/03/2021,02:00,18.000,"V µg/m³ (VCM)"
29/03/2021,03:00,23.000,"V µg/m³ (VCM)"
29/03/2021,04:00,18.000,"V µg/m³ (VCM)"
29/03/2021,05:00,7.000,"V µg/m³ (VCM)"
29/03/2021,06:00,19.000,"V µg/m³ (VCM)"
29/03/2021,07:00,31.000,"V µg/m³ (VCM)"
29/03/2021,08:00,39.000,"V µg/m³ (VCM)"
29/03/2021,09:00,50.000,"V µg/m³ (VCM)"
29/03/2021,10:00,39.000,"V µg/m³ (VCM)"
29/03/2021,11:00,31.000,"V µg/m³ (VCM)"
29/03/2021,12:00,34.000,"V µg/m³ (VCM)"
29/03/2021,13:00,34.000,"V µg/m³ (VCM)"
29/03/2021,14:00,27.000,"V µg/m³ (VCM)"
29/03/2021,15:00,31.000,"V µg/m³ (VCM)"
29/03/2021,16:00,48.000,"V µg/m³ (VCM)"
29/03/2021,17:00,24.000,"V µg/m³ (VCM)"
29/03/2021,18:00,22.000,"V µg/m³ (VCM)"
29/03/2021,19:00,19.000,"V µg/m³ (VCM)"
29/03/2021,20:00,20.000,"V µg/m³ (VCM)"
29/03/2021,21:00,19.000,"V µg/m³ (VCM)"
29/03/2021,22:00,22.000,"V µg/m³ (VCM)"
29/03/2021,23:00,18.000,"V µg/m³ (VCM)"
29/03/2021,24:00,21.000,"V µg/m³ (VCM)"
30/03/2021,01:00,22.000,"V µg/m³ (VCM)"
30/03/2021,02:00,21.000,"V µg/m³ (VCM)"
30/03/2021,03:00,19.000,"V µg/m³ (VCM)"
30/03/2021,04:00,19.000,"V µg/m³ (VCM)"
30/03/2021,05:00,27.000,"V µg/m³ (VCM)"
30/03/2021,06:00,34.000,"V µg/m³ (VCM)"
30/03/2021,07:00,35.000,"V µg/m³ (VCM)"
30/03/2021,08:00,53.000,"V µg/m³ (VCM)"
30/03/2021,09:00,59.000,"V µg/m³ (VCM)"
30/03/2021,10:00,40.000,"V µg/m³ (VCM)"
30/03/2021,11:00,60.000,"V µg/m³ (VCM)"
30/03/2021,12:00,41.000,"V µg/m³ (VCM)"
30/03/2021,13:00,28.000,"V µg/m³ (VCM)"
30/03/2021,14:00,37.000,"V µg/m³ (VCM)"
30/03/2021,15:00,36.000,"V µg/m³ (VCM)"
30/03/2021,16:00,30.000,"V µg/m³ (VCM)"
30/03/2021,17:00,30.000,"V µg/m³ (VCM)"
30/03/2021,18:00,23.000,"V µg/m³ (VCM)"
30/03/2021,19:00,42.000,"V µg/m³ (VCM)"
30/03/2021,20:00,40.000,"V µg/m³ (VCM)"
30/03/2021,21:00,38.000,"V µg/m³ (VCM)"
30/03/2021,22:00,36.000,"V µg/m³ (VCM)"
30/03/2021,23:00,36.000,"V µg/m³ (VCM)"
30/03/2021,24:00,39.000,"V µg/m³ (VCM)"
31/03/2021,01:00,37.000,"V µg/m³ (VCM)"
31/03/2021,02:00,33.000,"V µg/m³ (VCM)"
31/03/2021,03:00,33.000,"V µg/m³ (VCM)"
31/03/2021,04:00,27.000,"V µg/m³ (VCM)"
31/03/2021,05:00,36.000,"V µg/m³ (VCM)"
31/03/2021,06:00,48.000,"V µg/m³ (VCM)"
31/03/2021,07:00,65.000,"V µg/m³ (VCM)"
31/03/2021,08:00,73.000,"V µg/m³ (VCM)"
31/03/2021,09:00,57.000,"V µg/m³ (VCM)"
31/03/2021,10:00,54.000,"V µg/m³ (VCM)"
31/03/2021,11:00,51.000,"V µg/m³ (VCM)"
31/03/2021,12:00,39.000,"V µg/m³ (VCM)"
31/03/2021,13:00,35.000,"V µg/m³ (VCM)"
31/03/2021,14:00,30.000,"V µg/m³ (VCM)"
31/03/2021,15:00,59.000,"V µg/m³ (VCM)"
31/03/2021,16:00,31.000,"V µg/m³ (VCM)"
31/03/2021,17:00,27.000,"V µg/m³ (VCM)"
31/03/2021,18:00,38.000,"V µg/m³ (VCM)"
31/03/2021,19:00,41.000,"V µg/m³ (VCM)"
31/03/2021,20:00,39.000,"V µg/m³ (VCM)"
31/03/2021,21:00,46.000,"V µg/m³ (VCM)"
31/03/2021,22:00,48.000,"V µg/m³ (VCM)"
31/03/2021,23:00,32.000,"V µg/m³ (VCM)"
31/03/2021,24:00,23.000,"V µg/m³ (VCM)"
01/04/2021,01:00,32.955,"V µg/m³ (INDIC GRAV)"
01/04/2021,02:00,42.705,"V µg/m³ (INDIC GRAV)"
01/04/2021,03:00,32.858,"V µg/m³ (INDIC GRAV)"
01/04/2021,04:00,31.135,"V µg/m³ (INDIC GRAV)"
01/04/2021,05:00,48.815,"V µg/m³ (INDIC GRAV)"
01/04/2021,06:00,40.885,"V µg/m³ (INDIC GRAV)"
01/04/2021,07:00,44.752,"V µg/m³ (INDIC GRAV)"
01/04/2021,08:00,49.140,"V µg/m³ (INDIC GRAV)"
01/04/2021,09:00,33.735,"V µg/m³ (INDIC GRAV)"
01/04/2021,10:00,29.965,"V µg/m³ (INDIC GRAV)"
01/04/2021,11:00,32.630,"V µg/m³ (INDIC GRAV)"
01/04/2021,12:00,27.170,"V µg/m³ (INDIC GRAV)"
01/04/2021,13:00,29.553,"V µg/m³ (INDIC GRAV)"
01/04/2021,14:00,29.813,"V µg/m³ (INDIC GRAV)"
01/04/2021,15:00,42.055,"V µg/m³ (INDIC GRAV)"
01/04/2021,16:00,42.575,"V µg/m³ (INDIC GRAV)"
01/04/2021,17:00,33.475,"V µg/m³ (INDIC GRAV)"
01/04/2021,18:00,29.802,"V µg/m³ (INDIC GRAV)"
01/04/2021,19:00,28.990,"V µg/m³ (INDIC GRAV)"
01/04/2021,20:00,24.212,"V µg/m³ (INDIC GRAV)"
01/04/2021,21:00,22.262,"V µg/m³ (INDIC GRAV)"
01/04/2021,22:00,18.688,"V µg/m³ (INDIC GRAV)"
01/04/2021,23:00,14.658,"V µg/m³ (INDIC GRAV)"
01/04/2021,24:00,13.358,"V µg/m³ (INDIC GRAV)"
02/04/2021,01:00,12.025,"V µg/m³ (INDIC GRAV)"
02/04/2021,02:00,12.838,"V µg/m³ (INDIC GRAV)"
02/04/2021,03:00,12.318,"V µg/m³ (INDIC GRAV)"
02/04/2021,04:00,11.798,"V µg/m³ (INDIC GRAV)"
02/04/2021,05:00,14.528,"V µg/m³ (INDIC GRAV)"
02/04/2021,06:00,16.705,"V µg/m³ (INDIC GRAV)"
02/04/2021,07:00,20.735,"V µg/m³ (INDIC GRAV)"
02/04/2021,08:00,22.750,"V µg/m³ (INDIC GRAV)"
02/04/2021,09:00,22.620,"V µg/m³ (INDIC GRAV)"
02/04/2021,10:00,20.118,"V µg/m³ (INDIC GRAV)"
02/04/2021,11:00,24.960,"V µg/m³ (INDIC GRAV)"
02/04/2021,12:00,21.125,"V µg/m³ (INDIC GRAV)"
02/04/2021,13:00,22.685,"V µg/m³ (INDIC GRAV)"
02/04/2021,14:00,19.435,"V µg/m³ (INDIC GRAV)"
02/04/2021,15:00,18.622,"V µg/m³ (INDIC GRAV)"
02/04/2021,16:00,21.125,"V µg/m³ (INDIC GRAV)"
02/04/2021,17:00,23.920,"V µg/m³ (INDIC GRAV)"
02/04/2021,18:00,18.622,"V µg/m³ (INDIC GRAV)"
02/04/2021,19:00,18.102,"V µg/m³ (INDIC GRAV)"
02/04/2021,20:00,19.305,"V µg/m³ (INDIC GRAV)"
02/04/2021,21:00,15.990,"V µg/m³ (INDIC GRAV)"
02/04/2021,22:00,13.488,"V µg/m³ (INDIC GRAV)"
02/04/2021,23:00,12.935,"V µg/m³ (INDIC GRAV)"
02/04/2021,24:00,18.460,"V µg/m³ (INDIC GRAV)"
03/04/2021,01:00,14.430,"V µg/m³ (INDIC GRAV)"
03/04/2021,02:00,19.662,"V µg/m³ (INDIC GRAV)"
03/04/2021,03:00,19.305,"V µg/m³ (INDIC GRAV)"
03/04/2021,04:00,19.500,"V µg/m³ (INDIC GRAV)"
03/04/2021,05:00,24.668,"V µg/m³ (INDIC GRAV)"
03/04/2021,06:00,26.812,"V µg/m³ (INDIC GRAV)"
03/04/2021,07:00,27.982,"V µg/m³ (INDIC GRAV)"
03/04/2021,08:00,29.250,"V µg/m³ (INDIC GRAV)"
03/04/2021,09:00,33.410,"V µg/m³ (INDIC GRAV)"
03/04/2021,10:00,35.750,"V µg/m³ (INDIC GRAV)"
03/04/2021,11:00,35.295,"V µg/m³ (INDIC GRAV)"
03/04/2021,12:00,32.988,"V µg/m³ (INDIC GRAV)"
03/04/2021,13:00,30.225,"V µg/m³ (INDIC GRAV)"
03/04/2021,14:00,30.745,"V µg/m³ (INDIC GRAV)"
03/04/2021,15:00,30.322,"V µg/m³ (INDIC GRAV)"
03/04/2021,16:00,31.492,"V µg/m³ (INDIC GRAV)"
03/04/2021,17:00,32.240,"V µg/m³ (INDIC GRAV)"
03/04/2021,18:00,36.108,"V µg/m³ (INDIC GRAV)"
03/04/2021,19:00,35.555,"V µg/m³ (INDIC GRAV)"
03/04/2021,20:00,37.082,"V µg/m³ (INDIC GRAV)"
03/04/2021,21:00,35.100,"V µg/m³ (INDIC GRAV)"
03/04/2021,22:00,19.988,"V µg/m³ (INDIC GRAV)"
03/04/2021,23:00,21.938,"V µg/m³ (INDIC GRAV)"
03/04/2021,24:00,23.270,"V µg/m³ (INDIC GRAV)"
04/04/2021,01:00,21.515,"V µg/m³ (INDIC GRAV)"
04/04/2021,02:00,20.280,"V µg/m³ (INDIC GRAV)"
04/04/2021,03:00,20.832,"V µg/m³ (INDIC GRAV)"
04/04/2021,04:00,20.832,"V µg/m³ (INDIC GRAV)"
04/04/2021,05:00,20.312,"V µg/m³ (INDIC GRAV)"
04/04/2021,06:00,20.378,"V µg/m³ (INDIC GRAV)"
04/04/2021,07:00,22.848,"V µg/m³ (INDIC GRAV)"
04/04/2021,08:00,24.602,"V µg/m³ (INDIC GRAV)"
04/04/2021,09:00,24.408,"V µg/m³ (INDIC GRAV)"
04/04/2021,10:00,25.155,"V µg/m³ (INDIC GRAV)"
04/04/2021,11:00,26.552,"V µg/m³ (INDIC GRAV)"
04/04/2021,12:00,25.610,"V µg/m³ (INDIC GRAV)"
04/04/2021,13:00,25.708,"V µg/m³ (INDIC GRAV)"
04/04/2021,14:00,34.060,"V µg/m³ (INDIC GRAV)"
04/04/2021,15:00,27.690,"V µg/m³ (INDIC GRAV)"
04/04/2021,16:00,28.210,"V µg/m³ (INDIC GRAV)"
04/04/2021,17:00,36.920,"V µg/m³ (INDIC GRAV)"
04/04/2021,18:00,40.300,"V µg/m³ (INDIC GRAV)"
04/04/2021,19:00,34.548,"V µg/m³ (INDIC GRAV)"
04/04/2021,20:00,32.955,"V µg/m³ (INDIC GRAV)"
04/04/2021,21:00,31.590,"V µg/m³ (INDIC GRAV)"
04/04/2021,22:00,26.162,"V µg/m³ (INDIC GRAV)"
04/04/2021,23:00,25.480,"V µg/m³ (INDIC GRAV)"
04/04/2021,24:00,24.180,"V µg/m³ (INDIC GRAV)"
05/04/2021,01:00,24.212,"V µg/m³ (INDIC GRAV)"
05/04/2021,02:00,18.525,"V µg/m³ (INDIC GRAV)"
05/04/2021,03:00,17.550,"V µg/m³ (INDIC GRAV)"
05/04/2021,04:00,18.102,"V µg/m³ (INDIC GRAV)"
05/04/2021,05:00,20.085,"V µg/m³ (INDIC GRAV)"
05/04/2021,06:00,17.062,"V µg/m³ (INDIC GRAV)"
05/04/2021,07:00,4.550,"V µg/m³ (INDIC GRAV)"
05/04/2021,08:00,12.968,"V µg/m³ (INDIC GRAV)"
05/04/2021,09:00,26.910,"V µg/m³ (INDIC GRAV)"
05/04/2021,10:00,19.175,"V µg/m³ (INDIC GRAV)"
05/04/2021,11:00,14.365,"V µg/m³ (INDIC GRAV)"
05/04/2021,12:00,13.130,"V µg/m³ (INDIC GRAV)"
05/04/2021,13:00,11.050,"V µg/m³ (INDIC GRAV)"
05/04/2021,14:00,6.825,"V µg/m³ (INDIC GRAV)"
05/04/2021,15:00,7.150,"V µg/m³ (INDIC GRAV)"
05/04/2021,16:00,11.223,"V µg/m³ (INDIC GRAV)"
05/04/2021,17:00,12.805,"V µg/m³ (INDIC GRAV)"
05/04/2021,18:00,11.472,"V µg/m³ (INDIC GRAV)"
05/04/2021,19:00,14.528,"V µg/m³ (INDIC GRAV)"
05/04/2021,20:00,15.730,"V µg/m³ (INDIC GRAV)"
05/04/2021,21:00,14.495,"V µg/m³ (INDIC GRAV)"
05/04/2021,22:00,15.665,"V µg/m³ (INDIC GRAV)"
05/04/2021,23:00,17.192,"V µg/m³ (INDIC GRAV)"
05/04/2021,24:00,14.072,"V µg/m³ (INDIC GRAV)"
06/04/2021,01:00,16.348,"V µg/m³ (INDIC GRAV)"
06/04/2021,02:00,15.860,"V µg/m³ (INDIC GRAV)"
06/04/2021,03:00,17.908,"V µg/m³ (INDIC GRAV)"
06/04/2021,04:00,17.160,"V µg/m³ (INDIC GRAV)"
06/04/2021,05:00,19.272,"V µg/m³ (INDIC GRAV)"
06/04/2021,06:00,22.555,"V µg/m³ (INDIC GRAV)"
06/04/2021,07:00,23.238,"V µg/m³ (INDIC GRAV)"
06/04/2021,08:00,28.698,"V µg/m³ (INDIC GRAV)"
06/04/2021,09:00,23.140,"V µg/m³ (INDIC GRAV)"
06/04/2021,10:00,22.458,"V µg/m³ (INDIC GRAV)"
06/04/2021,11:00,14.300,"V µg/m³ (INDIC GRAV)"
06/04/2021,12:00,18.460,"V µg/m³ (INDIC GRAV)"
06/04/2021,13:00,17.518,"V µg/m³ (INDIC GRAV)"
06/04/2021,14:00,20.182,"V µg/m³ (INDIC GRAV)"
06/04/2021,15:00,22.978,"V µg/m³ (INDIC GRAV)"
06/04/2021,16:00,29.900,"V µg/m³ (INDIC GRAV)"
06/04/2021,17:00,32.858,"V µg/m³ (INDIC GRAV)"
06/04/2021,18:00,23.335,"V µg/m³ (INDIC GRAV)"
06/04/2021,19:00,18.492,"V µg/m³ (INDIC GRAV)"
06/04/2021,20:00,23.205,"V µg/m³ (INDIC GRAV)"
06/04/2021,21:00,29.575,"V µg/m³ (INDIC GRAV)"
06/04/2021,22:00,28.600,"V µg/m³ (INDIC GRAV)"
06/04/2021,23:00,13.682,"V µg/m³ (INDIC GRAV)"
06/04/2021,24:00,15.275,"V µg/m³ (INDIC GRAV)"
07/04/2021,01:00,10.888,"V µg/m³ (INDIC GRAV)"
07/04/2021,02:00,9.848,"V µg/m³ (INDIC GRAV)"
07/04/2021,03:00,12.350,"V µg/m³ (INDIC GRAV)"
07/04/2021,04:00,13.552,"V µg/m³ (INDIC GRAV)"
07/04/2021,05:00,14.268,"V µg/m³ (INDIC GRAV)"
07/04/2021,06:00,18.752,"V µg/m³ (INDIC GRAV)"
07/04/2021,07:00,24.082,"V µg/m³ (INDIC GRAV)"
07/04/2021,08:00,26.780,"V µg/m³ (INDIC GRAV)"
07/04/2021,09:00,43.582,"V µg/m³ (INDIC GRAV)"
07/04/2021,10:00,36.562,"V µg/m³ (INDIC GRAV)"
07/04/2021,11:00,28.048,"V µg/m³ (INDIC GRAV)"
07/04/2021,12:00,29.380,"V µg/m³ (INDIC GRAV)"
07/04/2021,13:00,32.532,"V µg/m³ (INDIC GRAV)"
07/04/2021,14:00,24.570,"V µg/m³ (INDIC GRAV)"
07/04/2021,15:00,28.795,"V µg/m³ (INDIC GRAV)"
07/04/2021,16:00,34.775,"V µg/m³ (INDIC GRAV)"
07/04/2021,17:00,27.462,"V µg/m³ (INDIC GRAV)"
07/04/2021,18:00,25.025,"V µg/m³ (INDIC GRAV)"
07/04/2021,19:00,28.568,"V µg/m³ (INDIC GRAV)"
07/04/2021,20:00,27.268,"V µg/m³ (INDIC GRAV)"
07/04/2021,21:00,26.228,"V µg/m³ (INDIC GRAV)"
07/04/2021,22:00,24.472,"V µg/m³ (INDIC GRAV)"
07/04/2021,23:00,17.908,"V µg/m³ (INDIC GRAV)"
07/04/2021,24:00,18.460,"V µg/m³ (INDIC GRAV)"
08/04/2021,01:00,15.892,"V µg/m³ (INDIC GRAV)"
08/04/2021,02:00,14.430,"V µg/m³ (INDIC GRAV)"
08/04/2021,03:00,12.870,"V µg/m³ (INDIC GRAV)"
08/04/2021,04:00,12.545,"V µg/m³ (INDIC GRAV)"
08/04/2021,05:00,14.982,"V µg/m³ (INDIC GRAV)"
08/04/2021,06:00,22.165,"V µg/m³ (INDIC GRAV)"
08/04/2021,07:00,29.998,"V µg/m³ (INDIC GRAV)"
08/04/2021,08:00,32.142,"V µg/m³ (INDIC GRAV)"
08/04/2021,09:00,27.592,"V µg/m³ (INDIC GRAV)"
08/04/2021,10:00,34.872,"V µg/m³ (INDIC GRAV)"
08/04/2021,11:00,39.195,"V µg/m³ (INDIC GRAV)"
08/04/2021,12:00,36.432,"V µg/m³ (INDIC GRAV)"
08/04/2021,13:00,31.395,"V µg/m³ (INDIC GRAV)"
08/04/2021,14:00,36.465,"V µg/m³ (INDIC GRAV)"
08/04/2021,15:00,33.670,"V µg/m³ (INDIC GRAV)"
08/04/2021,16:00,31.525,"V µg/m³ (INDIC GRAV)"
08/04/2021,17:00,35.458,"V µg/m³ (INDIC GRAV)"
08/04/2021,18:00,28.535,"V µg/m³ (INDIC GRAV)"
08/04/2021,19:00,21.775,"V µg/m³ (INDIC GRAV)"
08/04/2021,20:00,22.750,"V µg/m³ (INDIC GRAV)"
08/04/2021,21:00,20.085,"V µg/m³ (INDIC GRAV)"
08/04/2021,22:00,17.322,"V µg/m³ (INDIC GRAV)"
08/04/2021,23:00,17.485,"V µg/m³ (INDIC GRAV)"
08/04/2021,24:00,14.365,"V µg/m³ (INDIC GRAV)"
09/04/2021,01:00,8.678,"V µg/m³ (INDIC GRAV)"
09/04/2021,02:00,9.068,"V µg/m³ (INDIC GRAV)"
09/04/2021,03:00,9.652,"V µg/m³ (INDIC GRAV)"
09/04/2021,04:00,9.425,"V µg/m³ (INDIC GRAV)"
09/04/2021,05:00,14.690,"V µg/m³ (INDIC GRAV)"
