,,"Tunbridge Wells A26 Roadside",
Date,Time,"PM10 particulate matter (Grav Equiv)",Status
01/09/2020,01:00,16.000,"V µg/m³ (VCM)"
01/09/2020,02:00,16.000,"V µg/m³ (VCM)"
01/09/2020,03:00,14.000,"V µg/m³ (VCM)"
01/09/2020,04:00,14.000,"V µg/m³ (VCM)"
01/09/2020,05:00,16.000,"V µg/m³ (VCM)"
01/09/2020,06:00,24.000,"V µg/m³ (VCM)"
01/09/2020,07:00,27.000,"V µg/m³ (VCM)"
01/09/2020,08:00,23.000,"V µg/m³ (VCM)"
01/09/2020,09:00,23.000,"V µg/m³ (VCM)"
01/09/2020,10:00,18.000,"V µg/m³ (VCM)"
01/09/2020,11:00,19.000,"V µg/m³ (VCM)"
01/09/2020,12:00,12.000,"V µg/m³ (VCM)"
01/09/2020,13:00,20.000,"V µg/m³ (VCM)"
01/09/2020,14:00,20.000,"V µg/m³ (VCM)"
01/09/2020,15:00,23.000,"V µg/m³ (VCM)"
01/09/2020,16:00,25.000,"V µg/m³ (VCM)"
01/09/2020,17:00,22.000,"V µg/m³ (VCM)"
01/09/2020,18:00,25.000,"V µg/m³ (VCM)"
01/09/2020,19:00,17.000,"V µg/m³ (VCM)"
01/09/2020,20:00,14.000,"V µg/m³ (VCM)"
01/09/2020,21:00,13.000,"V µg/m³ (VCM)"
01/09/2020,22:00,14.000,"V µg/m³ (VCM)"
01/09/2020,23:00,14.000,"V µg/m³ (VCM)"
01/09/2020,24:00,12.000,"V µg/m³ (VCM)"
02/09/2020,01:00,8.000,"V µg/m³ (VCM)"
02/09/2020,02:00,10.000,"V µg/m³ (VCM)"
02/09/2020,03:00,10.000,"V µg/m³ (VCM)"
02/09/2020,04:00,10.000,"V µg/m³ (VCM)"
02/09/2020,05:00,9.000,"V µg/m³ (VCM)"
02/09/2020,06:00,16.000,"V µg/m³ (VCM)"
02/09/2020,07:00,17.000,"V µg/m³ (VCM)"
02/09/2020,08:00,17.000,"V µg/m³ (VCM)"
02/09/2020,09:00,12.000,"V µg/m³ (VCM)"
02/09/2020,10:00,22.000,"V µg/m³ (VCM)"
02/09/2020,11:00,21.000,"V µg/m³ (VCM)"
02/09/2020,12:00,19.000,"V µg/m³ (VCM)"
02/09/2020,13:00,12.000,"V µg/m³ (VCM)"
02/09/2020,14:00,18.000,"V µg/m³ (VCM)"
02/09/2020,15:00,19.000,"V µg/m³ (VCM)"
02/09/2020,16:00,16.000,"V µg/m³ (VCM)"
02/09/2020,17:00,22.000,"V µg/m³ (VCM)"
02/09/2020,18:00,14.000,"V µg/m³ (VCM)"
02/09/2020,19:00,11.000,"V µg/m³ (VCM)"
02/09/2020,20:00,17.000,"V µg/m³ (VCM)"
02/09/2020,21:00,16.000,"V µg/m³ (VCM)"
02/09/2020,22:00,11.000,"V µg/m³ (VCM)"
02/09/2020,23:00,16.000,"V µg/m³ (VCM)"
02/09/2020,24:00,15.000,"V µg/m³ (VCM)"
03/09/2020,01:00,12.000,"V µg/m³ (VCM)"
03/09/2020,02:00,11.000,"V µg/m³ (VCM)"
03/09/2020,03:00,13.000,"V µg/m³ (VCM)"
03/09/2020,04:00,9.000,"V µg/m³ (VCM)"
03/09/2020,05:00,13.000,"V µg/m³ (VCM)"
03/09/2020,06:00,12.000,"V µg/m³ (VCM)"
03/09/2020,07:00,10.000,"V µg/m³ (VCM)"
03/09/2020,08:00,16.000,"V µg/m³ (VCM)"
03/09/2020,09:00,17.000,"V µg/m³ (VCM)"
03/09/2020,10:00,11.000,"V µg/m³ (VCM)"
03/09/2020,11:00,18.000,"V µg/m³ (VCM)"
03/09/2020,12:00,20.000,"V µg/m³ (VCM)"
03/09/2020,13:00,15.000,"V µg/m³ (VCM)"
03/09/2020,14:00,19.000,"V µg/m³ (VCM)"
03/09/2020,15:00,21.000,"V µg/m³ (VCM)"
03/09/2020,16:00,20.000,"V µg/m³ (VCM)"
03/09/2020,17:00,13.000,"V µg/m³ (VCM)"
03/09/2020,18:00,15.000,"V µg/m³ (VCM)"
03/09/2020,19:00,11.000,"V µg/m³ (VCM)"
03/09/2020,20:00,15.000,"V µg/m³ (VCM)"
03/09/2020,21:00,4.000,"V µg/m³ (VCM)"
03/09/2020,22:00,11.000,"V µg/m³ (VCM)"
03/09/2020,23:00,3.000,"V µg/m³ (VCM)"
03/09/2020,24:00,nodata,"V µg/m³ (VCM)"
04/09/2020,01:00,7.000,"V µg/m³ (VCM)"
04/09/2020,02:00,9.000,"V µg/m³ (VCM)"
04/09/2020,03:00,10.000,"V µg/m³ (VCM)"
04/09/2020,04:00,9.000,"V µg/m³ (VCM)"
04/09/2020,05:00,12.000,"V µg/m³ (VCM)"
04/09/2020,06:00,14.000,"V µg/m³ (VCM)"
04/09/2020,07:00,18.000,"V µg/m³ (VCM)"
04/09/2020,08:00,19.000,"V µg/m³ (VCM)"
04/09/2020,09:00,15.000,"V µg/m³ (VCM)"
04/09/2020,10:00,19.000,"V µg/m³ (VCM)"
04/09/2020,11:00,19.000,"V µg/m³ (VCM)"
04/09/2020,12:00,20.000,"V µg/m³ (VCM)"
04/09/2020,13:00,9.000,"V µg/m³ (VCM)"
04/09/2020,14:00,14.000,"V µg/m³ (VCM)"
04/09/2020,15:00,15.000,"V µg/m³ (VCM)"
04/09/2020,16:00,20.000,"V µg/m³ (VCM)"
04/09/2020,17:00,17.000,"V µg/m³ (VCM)"
04/09/2020,18:00,15.000,"V µg/m³ (VCM)"
04/09/2020,19:00,19.000,"V µg/m³ (VCM)"
04/09/2020,20:00,14.000,"V µg/m³ (VCM)"
04/09/2020,21:00,10.000,"V µg/m³ (VCM)"
04/09/2020,22:00,13.000,"V µg/m³ (VCM)"
04/09/2020,23:00,16.000,"V µg/m³ (VCM)"
04/09/2020,24:00,13.000,"V µg/m³ (VCM)"
05/09/2020,01:00,17.000,"V µg/m³ (VCM)"
05/09/2020,02:00,16.000,"V µg/m³ (VCM)"
05/09/2020,03:00,15.000,"V µg/m³ (VCM)"
05/09/2020,04:00,14.000,"V µg/m³ (VCM)"
05/09/2020,05:00,14.000,"V µg/m³ (VCM)"
05/09/2020,06:00,16.000,"V µg/m³ (VCM)"
05/09/2020,07:00,15.000,"V µg/m³ (VCM)"
05/09/2020,08:00,15.000,"V µg/m³ (VCM)"
05/09/2020,09:00,13.000,"V µg/m³ (VCM)"
05/09/2020,10:00,15.000,"V µg/m³ (VCM)"
05/09/2020,11:00,10.000,"V µg/m³ (VCM)"
05/09/2020,12:00,12.000,"V µg/m³ (VCM)"
05/09/2020,13:00,15.000,"V µg/m³ (VCM)"
05/09/2020,14:00,9.000,"V µg/m³ (VCM)"
05/09/2020,15:00,14.000,"V µg/m³ (VCM)"
05/09/2020,16:00,14.000,"V µg/m³ (VCM)"
05/09/2020,17:00,11.000,"V µg/m³ (VCM)"
05/09/2020,18:00,16.000,"V µg/m³ (VCM)"
05/09/2020,19:00,13.000,"V µg/m³ (VCM)"
05/09/2020,20:00,9.000,"V µg/m³ (VCM)"
05/09/2020,21:00,10.000,"V µg/m³ (VCM)"
05/09/2020,22:00,15.000,"V µg/m³ (VCM)"
05/09/2020,23:00,12.000,"V µg/m³ (VCM)"
05/09/2020,24:00,15.000,"V µg/m³ (VCM)"
06/09/2020,01:00,14.000,"V µg/m³ (VCM)"
06/09/2020,02:00,12.000,"V µg/m³ (VCM)"
06/09/2020,03:00,11.000,"V µg/m³ (VCM)"
06/09/2020,04:00,13.000,"V µg/m³ (VCM)"
06/09/2020,05:00,14.000,"V µg/m³ (VCM)"
06/09/2020,06:00,12.000,"V µg/m³ (VCM)"
06/09/2020,07:00,13.000,"V µg/m³ (VCM)"
06/09/2020,08:00,11.000,"V µg/m³ (VCM)"
06/09/2020,09:00,9.000,"V µg/m³ (VCM)"
06/09/2020,10:00,16.000,"V µg/m³ (VCM)"
06/09/2020,11:00,15.000,"V µg/m³ (VCM)"
06/09/2020,12:00,11.000,"V µg/m³ (VCM)"
06/09/2020,13:00,12.000,"V µg/m³ (VCM)"
06/09/2020,14:00,14.000,"V µg/m³ (VCM)"
06/09/2020,15:00,10.000,"V µg/m³ (VCM)"
06/09/2020,16:00,16.000,"V µg/m³ (VCM)"
06/09/2020,17:00,10.000,"V µg/m³ (VCM)"
06/09/2020,18:00,17.000,"V µg/m³ (VCM)"
06/09/2020,19:00,11.000,"V µg/m³ (VCM)"
06/09/2020,20:00,14.000,"V µg/m³ (VCM)"
06/09/2020,21:00,15.000,"V µg/m³ (VCM)"
06/09/2020,22:00,15.000,"V µg/m³ (VCM)"
06/09/2020,23:00,16.000,"V µg/m³ (VCM)"
06/09/2020,24:00,11.000,"V µg/m³ (VCM)"
07/09/2020,01:00,13.000,"V µg/m³ (VCM)"
07/09/2020,02:00,16.000,"V µg/m³ (VCM)"
07/09/2020,03:00,12.000,"V µg/m³ (VCM)"
07/09/2020,04:00,11.000,"V µg/m³ (VCM)"
07/09/2020,05:00,9.000,"V µg/m³ (VCM)"
07/09/2020,06:00,12.000,"V µg/m³ (VCM)"
07/09/2020,07:00,18.000,"V µg/m³ (VCM)"
07/09/2020,08:00,19.000,"V µg/m³ (VCM)"
07/09/2020,09:00,18.000,"V µg/m³ (VCM)"
07/09/2020,10:00,24.000,"V µg/m³ (VCM)"
07/09/2020,11:00,16.000,"V µg/m³ (VCM)"
07/09/2020,12:00,13.000,"V µg/m³ (VCM)"
07/09/2020,13:00,16.000,"V µg/m³ (VCM)"
07/09/2020,14:00,20.000,"V µg/m³ (VCM)"
07/09/2020,15:00,20.000,"V µg/m³ (VCM)"
07/09/2020,16:00,18.000,"V µg/m³ (VCM)"
07/09/2020,17:00,17.000,"V µg/m³ (VCM)"
07/09/2020,18:00,15.000,"V µg/m³ (VCM)"
07/09/2020,19:00,9.000,"V µg/m³ (VCM)"
07/09/2020,20:00,13.000,"V µg/m³ (VCM)"
07/09/2020,21:00,10.000,"V µg/m³ (VCM)"
07/09/2020,22:00,8.000,"V µg/m³ (VCM)"
07/09/2020,23:00,16.000,"V µg/m³ (VCM)"
07/09/2020,24:00,8.000,"V µg/m³ (VCM)"
08/09/2020,01:00,10.000,"V µg/m³ (VCM)"
08/09/2020,02:00,14.000,"V µg/m³ (VCM)"
08/09/2020,03:00,9.000,"V µg/m³ (VCM)"
08/09/2020,04:00,4.000,"V µg/m³ (VCM)"
08/09/2020,05:00,11.000,"V µg/m³ (VCM)"
08/09/2020,06:00,10.000,"V µg/m³ (VCM)"
08/09/2020,07:00,12.000,"V µg/m³ (VCM)"
08/09/2020,08:00,15.000,"V µg/m³ (VCM)"
08/09/2020,09:00,13.000,"V µg/m³ (VCM)"
08/09/2020,10:00,17.000,"V µg/m³ (VCM)"
08/09/2020,11:00,15.000,"V µg/m³ (VCM)"
08/09/2020,12:00,15.000,"V µg/m³ (VCM)"
08/09/2020,13:00,13.000,"V µg/m³ (VCM)"
08/09/2020,14:00,12.000,"V µg/m³ (VCM)"
08/09/2020,15:00,28.000,"V µg/m³ (VCM)"
08/09/2020,16:00,27.000,"V µg/m³ (VCM)"
08/09/2020,17:00,24.000,"V µg/m³ (VCM)"
08/09/2020,18:00,18.000,"V µg/m³ (VCM)"
08/09/2020,19:00,21.000,"V µg/m³ (VCM)"
08/09/2020,20:00,13.000,"V µg/m³ (VCM)"
08/09/2020,21:00,18.000,"V µg/m³ (VCM)"
08/09/2020,22:00,16.000,"V µg/m³ (VCM)"
08/09/2020,23:00,12.000,"V µg/m³ (VCM)"
08/09/2020,24:00,4.000,"V µg/m³ (VCM)"
09/09/2020,01:00,11.000,"V µg/m³ (VCM)"
09/09/2020,02:00,7.000,"V µg/m³ (VCM)"
09/09/2020,03:00,10.000,"V µg/m³ (VCM)"
09/09/2020,04:00,11.000,"V µg/m³ (VCM)"
09/09/2020,05:00,4.000,"V µg/m³ (VCM)"
09/09/2020,06:00,12.000,"V µg/m³ (VCM)"
09/09/2020,07:00,12.000,"V µg/m³ (VCM)"
09/09/2020,08:00,12.000,"V µg/m³ (VCM)"
09/09/2020,09:00,12.000,"V µg/m³ (VCM)"
09/09/2020,10:00,15.000,"V µg/m³ (VCM)"
09/09/2020,11:00,12.000,"V µg/m³ (VCM)"
09/09/2020,12:00,12.000,"V µg/m³ (VCM)"
09/09/2020,13:00,10.000,"V µg/m³ (VCM)"
09/09/2020,14:00,15.000,"V µg/m³ (VCM)"
09/09/2020,15:00,17.000,"V µg/m³ (VCM)"
09/09/2020,16:00,18.000,"V µg/m³ (VCM)"
09/09/2020,17:00,16.000,"V µg/m³ (VCM)"
09/09/2020,18:00,15.000,"V µg/m³ (VCM)"
09/09/2020,19:00,15.000,"V µg/m³ (VCM)"
09/09/2020,20:00,8.000,"V µg/m³ (VCM)"
09/09/2020,21:00,nodata,"V µg/m³ (VCM)"
09/09/2020,22:00,13.000,"V µg/m³ (VCM)"
09/09/2020,23:00,16.000,"V µg/m³ (VCM)"
09/09/2020,24:00,12.000,"V µg/m³ (VCM)"
10/09/2020,01:00,10.000,"V µg/m³ (VCM)"
10/09/2020,02:00,15.000,"V µg/m³ (VCM)"
10/09/2020,03:00,13.000,"V µg/m³ (VCM)"
10/09/2020,04:00,13.000,"V µg/m³ (VCM)"
10/09/2020,05:00,13.000,"V µg/m³ (VCM)"
10/09/2020,06:00,19.000,"V µg/m³ (VCM)"
10/09/2020,07:00,24.000,"V µg/m³ (VCM)"
10/09/2020,08:00,24.000,"V µg/m³ (VCM)"
10/09/2020,09:00,22.000,"V µg/m³ (VCM)"
10/09/2020,10:00,21.000,"V µg/m³ (VCM)"
10/09/2020,11:00,20.000,"V µg/m³ (VCM)"
10/09/2020,12:00,15.000,"V µg/m³ (VCM)"
10/09/2020,13:00,18.000,"V µg/m³ (VCM)"
10/09/2020,14:00,18.000,"V µg/m³ (VCM)"
10/09/2020,15:00,24.000,"V µg/m³ (VCM)"
10/09/2020,16:00,30.000,"V µg/m³ (VCM)"
10/09/2020,17:00,22.000,"V µg/m³ (VCM)"
10/09/2020,18:00,23.000,"V µg/m³ (VCM)"
10/09/2020,19:00,18.000,"V µg/m³ (VCM)"
10/09/2020,20:00,22.000,"V µg/m³ (VCM)"
10/09/2020,21:00,21.000,"V µg/m³ (VCM)"
10/09/2020,22:00,19.000,"V µg/m³ (VCM)"
10/09/2020,23:00,17.000,"V µg/m³ (VCM)"
10/09/2020,24:00,16.000,"V µg/m³ (VCM)"
11/09/2020,01:00,19.000,"V µg/m³ (VCM)"
11/09/2020,02:00,21.000,"V µg/m³ (VCM)"
11/09/2020,03:00,20.000,"V µg/m³ (VCM)"
11/09/2020,04:00,18.000,"V µg/m³ (VCM)"
11/09/2020,05:00,20.000,"V µg/m³ (VCM)"
11/09/2020,06:00,33.000,"V µg/m³ (VCM)"
11/09/2020,07:00,24.000,"V µg/m³ (VCM)"
11/09/2020,08:00,30.000,"V µg/m³ (VCM)"
11/09/2020,09:00,26.000,"V µg/m³ (VCM)"
11/09/2020,10:00,25.000,"V µg/m³ (VCM)"
11/09/2020,11:00,27.000,"V µg/m³ (VCM)"
11/09/2020,12:00,21.000,"V µg/m³ (VCM)"
11/09/2020,13:00,22.000,"V µg/m³ (VCM)"
11/09/2020,14:00,21.000,"V µg/m³ (VCM)"
11/09/2020,15:00,25.000,"V µg/m³ (VCM)"
11/09/2020,16:00,30.000,"V µg/m³ (VCM)"
11/09/2020,17:00,46.000,"V µg/m³ (VCM)"
11/09/2020,18:00,20.000,"V µg/m³ (VCM)"
11/09/2020,19:00,19.000,"V µg/m³ (VCM)"
11/09/2020,20:00,18.000,"V µg/m³ (VCM)"
11/09/2020,21:00,12.000,"V µg/m³ (VCM)"
11/09/2020,22:00,9.000,"V µg/m³ (VCM)"
11/09/2020,23:00,11.000,"V µg/m³ (VCM)"
11/09/2020,24:00,11.000,"V µg/m³ (VCM)"
12/09/2020,01:00,11.000,"V µg/m³ (VCM)"
12/09/2020,02:00,8.000,"V µg/m³ (VCM)"
12/09/2020,03:00,8.000,"V µg/m³ (VCM)"
12/09/2020,04:00,6.000,"V µg/m³ (VCM)"
12/09/2020,05:00,12.000,"V µg/m³ (VCM)"
12/09/2020,06:00,11.000,"V µg/m³ (VCM)"
12/09/2020,07:00,16.000,"V µg/m³ (VCM)"
12/09/2020,08:00,9.000,"V µg/m³ (VCM)"
12/09/2020,09:00,15.000,"V µg/m³ (VCM)"
12/09/2020,10:00,17.000,"V µg/m³ (VCM)"
12/09/2020,11:00,7.000,"V µg/m³ (VCM)"
12/09/2020,12:00,15.000,"V µg/m³ (VCM)"
12/09/2020,13:00,17.000,"V µg/m³ (VCM)"
12/09/2020,14:00,15.000,"V µg/m³ (VCM)"
12/09/2020,15:00,15.000,"V µg/m³ (VCM)"
12/09/2020,16:00,18.000,"V µg/m³ (VCM)"
12/09/2020,17:00,22.000,"V µg/m³ (VCM)"
12/09/2020,18:00,17.000,"V µg/m³ (VCM)"
12/09/2020,19:00,14.000,"V µg/m³ (VCM)"
12/09/2020,20:00,11.000,"V µg/m³ (VCM)"
12/09/2020,21:00,13.000,"V µg/m³ (VCM)"
12/09/2020,22:00,17.000,"V µg/m³ (VCM)"
12/09/2020,23:00,11.000,"V µg/m³ (VCM)"
12/09/2020,24:00,10.000,"V µg/m³ (VCM)"
13/09/2020,01:00,12.000,"V µg/m³ (VCM)"
13/09/2020,02:00,13.000,"V µg/m³ (VCM)"
13/09/2020,03:00,10.000,"V µg/m³ (VCM)"
13/09/2020,04:00,10.000,"V µg/m³ (VCM)"
13/09/2020,05:00,11.000,"V µg/m³ (VCM)"
13/09/2020,06:00,11.000,"V µg/m³ (VCM)"
13/09/2020,07:00,13.000,"V µg/m³ (VCM)"
13/09/2020,08:00,9.000,"V µg/m³ (VCM)"
13/09/2020,09:00,8.000,"V µg/m³ (VCM)"
13/09/2020,10:00,13.000,"V µg/m³ (VCM)"
13/09/2020,11:00,11.000,"V µg/m³ (VCM)"
13/09/2020,12:00,18.000,"V µg/m³ (VCM)"
13/09/2020,13:00,13.000,"V µg/m³ (VCM)"
13/09/2020,14:00,11.000,"V µg/m³ (VCM)"
13/09/2020,15:00,13.000,"V µg/m³ (VCM)"
13/09/2020,16:00,12.000,"V µg/m³ (VCM)"
13/09/2020,17:00,12.000,"V µg/m³ (VCM)"
13/09/2020,18:00,17.000,"V µg/m³ (VCM)"
13/09/2020,19:00,10.000,"V µg/m³ (VCM)"
13/09/2020,20:00,14.000,"V µg/m³ (VCM)"
13/09/2020,21:00,9.000,"V µg/m³ (VCM)"
13/09/2020,22:00,9.000,"V µg/m³ (VCM)"
13/09/2020,23:00,8.000,"V µg/m³ (VCM)"
13/09/2020,24:00,5.000,"V µg/m³ (VCM)"
14/09/2020,01:00,8.000,"V µg/m³ (VCM)"
14/09/2020,02:00,12.000,"V µg/m³ (VCM)"
14/09/2020,03:00,13.000,"V µg/m³ (VCM)"
14/09/2020,04:00,9.000,"V µg/m³ (VCM)"
14/09/2020,05:00,12.000,"V µg/m³ (VCM)"
14/09/2020,06:00,16.000,"V µg/m³ (VCM)"
14/09/2020,07:00,19.000,"V µg/m³ (VCM)"
14/09/2020,08:00,24.000,"V µg/m³ (VCM)"
14/09/2020,09:00,34.000,"V µg/m³ (VCM)"
14/09/2020,10:00,30.000,"V µg/m³ (VCM)"
14/09/2020,11:00,25.000,"V µg/m³ (VCM)"
14/09/2020,12:00,16.000,"V µg/m³ (VCM)"
14/09/2020,13:00,13.000,"V µg/m³ (VCM)"
14/09/2020,14:00,28.000,"V µg/m³ (VCM)"
14/09/2020,15:00,24.000,"V µg/m³ (VCM)"
14/09/2020,16:00,43.000,"V µg/m³ (VCM)"
14/09/2020,17:00,25.000,"V µg/m³ (VCM)"
14/09/2020,18:00,32.000,"V µg/m³ (VCM)"
14/09/2020,19:00,32.000,"V µg/m³ (VCM)"
14/09/2020,20:00,23.000,"V µg/m³ (VCM)"
14/09/2020,21:00,38.000,"V µg/m³ (VCM)"
14/09/2020,22:00,41.000,"V µg/m³ (VCM)"
14/09/2020,23:00,36.000,"V µg/m³ (VCM)"
14/09/2020,24:00,43.000,"V µg/m³ (VCM)"
15/09/2020,01:00,43.000,"V µg/m³ (VCM)"
15/09/2020,02:00,36.000,"V µg/m³ (VCM)"
15/09/2020,03:00,45.000,"V µg/m³ (VCM)"
15/09/2020,04:00,41.000,"V µg/m³ (VCM)"
15/09/2020,05:00,38.000,"V µg/m³ (VCM)"
15/09/2020,06:00,49.000,"V µg/m³ (VCM)"
15/09/2020,07:00,51.000,"V µg/m³ (VCM)"
15/09/2020,08:00,60.000,"V µg/m³ (VCM)"
15/09/2020,09:00,62.000,"V µg/m³ (VCM)"
15/09/2020,10:00,52.000,"V µg/m³ (VCM)"
15/09/2020,11:00,44.000,"V µg/m³ (VCM)"
15/09/2020,12:00,31.000,"V µg/m³ (VCM)"
15/09/2020,13:00,32.000,"V µg/m³ (VCM)"
15/09/2020,14:00,37.000,"V µg/m³ (VCM)"
15/09/2020,15:00,38.000,"V µg/m³ (VCM)"
15/09/2020,16:00,42.000,"V µg/m³ (VCM)"
15/09/2020,17:00,37.000,"V µg/m³ (VCM)"
15/09/2020,18:00,34.000,"V µg/m³ (VCM)"
15/09/2020,19:00,35.000,"V µg/m³ (VCM)"
15/09/2020,20:00,35.000,"V µg/m³ (VCM)"
15/09/2020,21:00,30.000,"V µg/m³ (VCM)"
15/09/2020,22:00,28.000,"V µg/m³ (VCM)"
15/09/2020,23:00,34.000,"V µg/m³ (VCM)"
15/09/2020,24:00,37.000,"V µg/m³ (VCM)"
16/09/2020,01:00,38.000,"V µg/m³ (VCM)"
16/09/2020,02:00,46.000,"V µg/m³ (VCM)"
16/09/2020,03:00,43.000,"V µg/m³ (VCM)"
16/09/2020,04:00,51.000,"V µg/m³ (VCM)"
16/09/2020,05:00,36.000,"V µg/m³ (VCM)"
16/09/2020,06:00,46.000,"V µg/m³ (VCM)"
16/09/2020,07:00,39.000,"V µg/m³ (VCM)"
16/09/2020,08:00,52.000,"V µg/m³ (VCM)"
16/09/2020,09:00,33.000,"V µg/m³ (VCM)"
16/09/2020,10:00,41.000,"V µg/m³ (VCM)"
16/09/2020,11:00,37.000,"V µg/m³ (VCM)"
16/09/2020,12:00,33.000,"V µg/m³ (VCM)"
16/09/2020,13:00,36.000,"V µg/m³ (VCM)"
16/09/2020,14:00,38.000,"V µg/m³ (VCM)"
16/09/2020,15:00,25.000,"V µg/m³ (VCM)"
16/09/2020,16:00,38.000,"V µg/m³ (VCM)"
16/09/2020,17:00,30.000,"V µg/m³ (VCM)"
16/09/2020,18:00,32.000,"V µg/m³ (VCM)"
16/09/2020,19:00,32.000,"V µg/m³ (VCM)"
16/09/2020,20:00,26.000,"V µg/m³ (VCM)"
16/09/2020,21:00,19.000,"V µg/m³ (VCM)"
16/09/2020,22:00,19.000,"V µg/m³ (VCM)"
16/09/2020,23:00,23.000,"V µg/m³ (VCM)"
16/09/2020,24:00,15.000,"V µg/m³ (VCM)"
17/09/2020,01:00,18.000,"V µg/m³ (VCM)"
17/09/2020,02:00,22.000,"V µg/m³ (VCM)"
17/09/2020,03:00,13.000,"V µg/m³ (VCM)"
17/09/2020,04:00,19.000,"V µg/m³ (VCM)"
17/09/2020,05:00,19.000,"V µg/m³ (VCM)"
17/09/2020,06:00,18.000,"V µg/m³ (VCM)"
17/09/2020,07:00,24.000,"V µg/m³ (VCM)"
17/09/2020,08:00,33.000,"V µg/m³ (VCM)"
17/09/2020,09:00,23.000,"V µg/m³ (VCM)"
17/09/2020,10:00,23.000,"V µg/m³ (VCM)"
17/09/2020,11:00,28.000,"V µg/m³ (VCM)"
17/09/2020,12:00,19.000,"V µg/m³ (VCM)"
17/09/2020,13:00,23.000,"V µg/m³ (VCM)"
17/09/2020,14:00,25.000,"V µg/m³ (VCM)"
17/09/2020,15:00,23.000,"V µg/m³ (VCM)"
17/09/2020,16:00,46.000,"V µg/m³ (VCM)"
17/09/2020,17:00,35.000,"V µg/m³ (VCM)"
17/09/2020,18:00,16.000,"V µg/m³ (VCM)"
17/09/2020,19:00,16.000,"V µg/m³ (VCM)"
17/09/2020,20:00,20.000,"V µg/m³ (VCM)"
17/09/2020,21:00,15.000,"V µg/m³ (VCM)"
17/09/2020,22:00,15.000,"V µg/m³ (VCM)"
17/09/2020,23:00,13.000,"V µg/m³ (VCM)"
17/09/2020,24:00,15.000,"V µg/m³ (VCM)"
18/09/2020,01:00,14.000,"V µg/m³ (VCM)"
18/09/2020,02:00,14.000,"V µg/m³ (VCM)"
18/09/2020,03:00,12.000,"V µg/m³ (VCM)"
18/09/2020,04:00,13.000,"V µg/m³ (VCM)"
18/09/2020,05:00,16.000,"V µg/m³ (VCM)"
18/09/2020,06:00,21.000,"V µg/m³ (VCM)"
18/09/2020,07:00,55.000,"V µg/m³ (VCM)"
18/09/2020,08:00,36.000,"V µg/m³ (VCM)"
18/09/2020,09:00,23.000,"V µg/m³ (VCM)"
18/09/2020,10:00,16.000,"V µg/m³ (VCM)"
18/09/2020,11:00,28.000,"V µg/m³ (VCM)"
18/09/2020,12:00,20.000,"V µg/m³ (VCM)"
18/09/2020,13:00,25.000,"V µg/m³ (VCM)"
18/09/2020,14:00,29.000,"V µg/m³ (VCM)"
18/09/2020,15:00,33.000,"V µg/m³ (VCM)"
18/09/2020,16:00,32.000,"V µg/m³ (VCM)"
18/09/2020,17:00,28.000,"V µg/m³ (VCM)"
18/09/2020,18:00,28.000,"V µg/m³ (VCM)"
18/09/2020,19:00,21.000,"V µg/m³ (VCM)"
18/09/2020,20:00,24.000,"V µg/m³ (VCM)"
18/09/2020,21:00,27.000,"V µg/m³ (VCM)"
18/09/2020,22:00,24.000,"V µg/m³ (VCM)"
18/09/2020,23:00,21.000,"V µg/m³ (VCM)"
18/09/2020,24:00,24.000,"V µg/m³ (VCM)"
19/09/2020,01:00,23.000,"V µg/m³ (VCM)"
19/09/2020,02:00,16.000,"V µg/m³ (VCM)"
19/09/2020,03:00,18.000,"V µg/m³ (VCM)"
19/09/2020,04:00,27.000,"V µg/m³ (VCM)"
19/09/2020,05:00,19.000,"V µg/m³ (VCM)"
19/09/2020,06:00,18.000,"V µg/m³ (VCM)"
19/09/2020,07:00,24.000,"V µg/m³ (VCM)"
19/09/2020,08:00,30.000,"V µg/m³ (VCM)"
19/09/2020,09:00,17.000,"V µg/m³ (VCM)"
19/09/2020,10:00,40.000,"V µg/m³ (VCM)"
19/09/2020,11:00,37.000,"V µg/m³ (VCM)"
19/09/2020,12:00,43.000,"V µg/m³ (VCM)"
19/09/2020,13:00,31.000,"V µg/m³ (VCM)"
19/09/2020,14:00,26.000,"V µg/m³ (VCM)"
19/09/2020,15:00,26.000,"V µg/m³ (VCM)"
19/09/2020,16:00,30.000,"V µg/m³ (VCM)"
19/09/2020,17:00,31.000,"V µg/m³ (VCM)"
19/09/2020,18:00,23.000,"V µg/m³ (VCM)"
19/09/2020,19:00,25.000,"V µg/m³ (VCM)"
19/09/2020,20:00,24.000,"V µg/m³ (VCM)"
19/09/2020,21:00,19.000,"V µg/m³ (VCM)"
19/09/2020,22:00,20.000,"V µg/m³ (VCM)"
19/09/2020,23:00,23.000,"V µg/m³ (VCM)"
19/09/2020,24:00,19.000,"V µg/m³ (VCM)"
20/09/2020,01:00,22.000,"V µg/m³ (VCM)"
20/09/2020,02:00,24.000,"V µg/m³ (VCM)"
20/09/2020,03:00,20.000,"V µg/m³ (VCM)"
20/09/2020,04:00,21.000,"V µg/m³ (VCM)"
20/09/2020,05:00,23.000,"V µg/m³ (VCM)"
20/09/2020,06:00,14.000,"V µg/m³ (VCM)"
20/09/2020,07:00,23.000,"V µg/m³ (VCM)"
20/09/2020,08:00,23.000,"V µg/m³ (VCM)"
20/09/2020,09:00,17.000,"V µg/m³ (VCM)"
