name,tags,time,PM_10,PM_2_5
feinstaub,,1599098400,PM_10,PM_2_5
feinstaub,,1599102000,PM_10,PM_2_5
feinstaub,,1599105600,PM_10,PM_2_5
feinstaub,,1599109200,PM_10,PM_2_5
feinstaub,,1599112800,PM_10,PM_2_5
feinstaub,,1599116400,PM_10,PM_2_5
feinstaub,,1599120000,PM_10,PM_2_5
feinstaub,,1599123600,PM_10,PM_2_5
feinstaub,,1599127200,PM_10,PM_2_5
feinstaub,,1599130800,PM_10,PM_2_5
feinstaub,,1599134400,PM_10,PM_2_5
feinstaub,,1599138000,PM_10,PM_2_5
feinstaub,,1599141600,PM_10,PM_2_5
feinstaub,,1599145200,PM_10,PM_2_5
feinstaub,,1599148800,PM_10,PM_2_5
feinstaub,,1599152400,PM_10,PM_2_5
feinstaub,,1599156000,PM_10,PM_2_5
feinstaub,,1599159600,PM_10,PM_2_5
feinstaub,,1599163200,PM_10,PM_2_5
feinstaub,,1599166800,PM_10,PM_2_5
feinstaub,,1599170400,PM_10,PM_2_5
feinstaub,,1599174000,PM_10,PM_2_5
feinstaub,,1599177600,PM_10,PM_2_5
feinstaub,,1599181200,PM_10,PM_2_5
feinstaub,,1599184800,PM_10,PM_2_5
feinstaub,,1599188400,PM_10,PM_2_5
feinstaub,,1599192000,PM_10,PM_2_5
feinstaub,,1599195600,PM_10,PM_2_5
feinstaub,,1599199200,PM_10,PM_2_5
feinstaub,,1599202800,PM_10,PM_2_5
feinstaub,,1599206400,PM_10,PM_2_5
feinstaub,,1599210000,PM_10,PM_2_5
feinstaub,,1599213600,PM_10,PM_2_5
feinstaub,,1599217200,PM_10,PM_2_5
feinstaub,,1599220800,PM_10,PM_2_5
feinstaub,,1599224400,PM_10,PM_2_5
feinstaub,,1599228000,PM_10,PM_2_5
feinstaub,,1599231600,PM_10,PM_2_5
feinstaub,,1599235200,PM_10,PM_2_5
feinstaub,,1599238800,PM_10,PM_2_5
feinstaub,,1599242400,PM_10,PM_2_5
feinstaub,,1599246000,PM_10,PM_2_5
feinstaub,,1599249600,PM_10,PM_2_5
feinstaub,,1599253200,PM_10,PM_2_5
feinstaub,,1599256800,PM_10,PM_2_5
feinstaub,,1599260400,PM_10,PM_2_5
feinstaub,,1599264000,PM_10,PM_2_5
feinstaub,,1599267600,PM_10,PM_2_5
feinstaub,,1599271200,PM_10,PM_2_5
feinstaub,,1599274800,PM_10,PM_2_5
feinstaub,,1599278400,PM_10,PM_2_5
feinstaub,,1599282000,PM_10,PM_2_5
feinstaub,,1599285600,PM_10,PM_2_5
feinstaub,,1599289200,PM_10,PM_2_5
feinstaub,,1599292800,PM_10,PM_2_5
feinstaub,,1599296400,PM_10,PM_2_5
feinstaub,,1599300000,PM_10,PM_2_5
feinstaub,,1599303600,PM_10,PM_2_5
feinstaub,,1599307200,PM_10,PM_2_5
feinstaub,,1599310800,PM_10,PM_2_5
feinstaub,,1599314400,PM_10,PM_2_5
feinstaub,,1599318000,PM_10,PM_2_5
feinstaub,,1599321600,PM_10,PM_2_5
feinstaub,,1599325200,PM_10,PM_2_5
feinstaub,,1599328800,PM_10,PM_2_5
feinstaub,,1599332400,PM_10,PM_2_5
feinstaub,,1599336000,PM_10,PM_2_5
feinstaub,,1599339600,PM_10,PM_2_5
feinstaub,,1599343200,PM_10,PM_2_5
feinstaub,,1599346800,PM_10,PM_2_5
feinstaub,,1599350400,PM_10,PM_2_5
feinstaub,,1599354000,PM_10,PM_2_5
feinstaub,,1599357600,PM_10,PM_2_5
feinstaub,,1599361200,PM_10,PM_2_5
feinstaub,,1599364800,PM_10,PM_2_5
feinstaub,,1599368400,PM_10,PM_2_5
feinstaub,,1599372000,PM_10,PM_2_5
feinstaub,,1599375600,PM_10,PM_2_5
feinstaub,,1599379200,PM_10,PM_2_5
feinstaub,,1599382800,10.83076923076923,2.5669230769230773
feinstaub,,1599386400,6.75375,2.174166666666667
feinstaub,,1599390000,5.889600000000001,1.4995999999999998
feinstaub,,1599393600,6.243333333333333,1.7749999999999995
feinstaub,,1599397200,6.403636363636363,1.4890909090909092
feinstaub,,1599400800,7.023750000000001,1.6891666666666671
feinstaub,,1599404400,7.4725,1.7675
feinstaub,,1599408000,8.666363636363638,2.151818181818182
feinstaub,,1599411600,16.097916666666666,3.9083333333333337
feinstaub,,1599415200,10.35695652173913,3.3426086956521743
feinstaub,,1599418800,12.633478260869568,3.8986956521739136
feinstaub,,1599422400,10.90625,3.118333333333334
feinstaub,,1599426000,12.063999999999998,3.653999999999999
feinstaub,,1599429600,12.689583333333333,3.8016666666666663
feinstaub,,1599433200,13.096666666666664,4.190833333333333
feinstaub,,1599436800,12.213333333333336,3.9641666666666673
feinstaub,,1599440400,12.462399999999997,3.9791999999999996
feinstaub,,1599444000,11.844583333333333,3.9308333333333336
feinstaub,,1599447600,11.131249999999996,3.715833333333333
feinstaub,,1599451200,10.18391304347826,3.4960869565217383
feinstaub,,1599454800,14.63764705882353,4.669411764705882
feinstaub,,1599458400,11.879166666666668,5.101666666666667
feinstaub,,1599462000,9.9028,3.8716000000000004
feinstaub,,1599465600,9.907499999999997,3.6662500000000002
feinstaub,,1599469200,10.9108,3.8456
feinstaub,,1599472800,9.154166666666665,2.6950000000000003
feinstaub,,1599476400,4.689166666666667,1.428333333333333
feinstaub,,1599480000,5.160833333333332,1.5433333333333332
feinstaub,,1599483600,4.583600000000001,1.5012
feinstaub,,1599487200,6.099130434782608,1.813478260869565
feinstaub,,1599490800,5.805000000000001,1.682083333333333
